run_tag,case,case_number,weather_year,season,allocation,slurm_job_name,relative_path,demand_md5,size_mb
genx__stoch__prox__w1g30-d1__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d1__monthhour/p6,fa78c0c1deb1590439495434a087e034,9.5
genx__stoch__prox__w1g30-d1__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d1__monthhour/p12,6d484b2c0fc4d5821c4b4209f4210d56,9.5
genx__stoch__prox__w1g30-d1__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d1__monthhour/p13,6d484b2c0fc4d5821c4b4209f4210d56,9.5
genx__stoch__prox__w1g30-d1__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d1__monthhour/p19,cc9fb1aa206df292846a8c7f95becee2,9.5
genx__stoch__prox__w1g30-d1__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d1__monthhour/p20,cc9fb1aa206df292846a8c7f95becee2,9.5
genx__stoch__prox__w1g30-d1__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d1__monthhour/p26,237ceebbcc547b46cb0e36a94a21f8b9,9.5
genx__stoch__prox__w1g30-d1__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d1__monthhour/p27,237ceebbcc547b46cb0e36a94a21f8b9,9.5
genx__stoch__prox__w1g30-d2__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d2__monthhour/p5,691c0ab9e9e4e4c6f85bafdd025aabe7,9.5
genx__stoch__prox__w1g30-d2__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d2__monthhour/p6,691c0ab9e9e4e4c6f85bafdd025aabe7,9.5
genx__stoch__prox__w1g30-d2__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d2__monthhour/p12,5302c0a0928f746ff7cefeb37ea51c53,9.5
genx__stoch__prox__w1g30-d2__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d2__monthhour/p13,5302c0a0928f746ff7cefeb37ea51c53,9.5
genx__stoch__prox__w1g30-d2__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d2__monthhour/p19,9d85e2343662097805a7a9218e8e3322,9.5
genx__stoch__prox__w1g30-d2__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d2__monthhour/p20,9d85e2343662097805a7a9218e8e3322,9.5
genx__stoch__prox__w1g30-d2__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d2__monthhour/p26,60805e4dbb0f418bbab118509eb94846,9.5
genx__stoch__prox__w1g30-d2__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d2__monthhour/p27,60805e4dbb0f418bbab118509eb94846,9.5
genx__stoch__prox__w1g30-mean__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-mean__monthhour/p5,57a3f1f8100a09609e96e2ba283696a5,9.5
genx__stoch__prox__w1g30-mean__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-mean__monthhour/p6,57a3f1f8100a09609e96e2ba283696a5,9.5
genx__stoch__prox__w1g30-mean__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-mean__monthhour/p12,961eba7b2de2b09c3a65a040bc034a8a,9.5
genx__stoch__prox__w1g30-mean__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-mean__monthhour/p13,961eba7b2de2b09c3a65a040bc034a8a,9.5
genx__stoch__prox__w1g30-mean__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-mean__monthhour/p19,13bcea66dacf3359c86a27ff0fa7fc81,9.5
genx__stoch__prox__w1g30-mean__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-mean__monthhour/p20,13bcea66dacf3359c86a27ff0fa7fc81,9.5
genx__stoch__prox__w1g30-mean__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-mean__monthhour/p26,269556ef2ad17f7b71fbaaaf4f5b50b8,9.5
genx__stoch__prox__w1g30-mean__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-mean__monthhour/p27,269556ef2ad17f7b71fbaaaf4f5b50b8,9.5
genx__stoch__prox__w1g30top-d0__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d0__monthhour/p5,2d8c364e2c34f1e7a3531a726dcc734b,9.5
genx__stoch__prox__w1g30top-d0__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d0__monthhour/p6,2d8c364e2c34f1e7a3531a726dcc734b,9.5
genx__stoch__prox__w1g30top-d0__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d0__monthhour/p12,9a1f03b927efca3d56ad91ca806dac40,9.4
genx__stoch__prox__w1g30top-d0__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d0__monthhour/p13,9a1f03b927efca3d56ad91ca806dac40,9.4
genx__stoch__prox__w1g30top-d0__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d0__monthhour/p19,62733efc387a23a9fc2d5d42682b1ea2,9.4
genx__stoch__prox__w1g30top-d0__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d0__monthhour/p20,62733efc387a23a9fc2d5d42682b1ea2,9.4
genx__stoch__prox__w1g30top-d0__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d0__monthhour/p26,2760e4237a6041bc70ee9ad84584e19c,9.6
genx__stoch__prox__w1g30top-d0__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d0__monthhour/p27,2760e4237a6041bc70ee9ad84584e19c,9.6
genx__stoch__prox__w1g30top-d1__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d1__monthhour/p5,d7dcf8804338cf3b6e177f39f72aa435,9.5
genx__stoch__prox__w1g30top-d1__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d1__monthhour/p6,d7dcf8804338cf3b6e177f39f72aa435,9.5
genx__stoch__prox__w1g30top-d1__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d1__monthhour/p12,d2424e1c5251268a7ee2836af25645c0,9.4
genx__stoch__prox__w1g30top-d1__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d1__monthhour/p13,d2424e1c5251268a7ee2836af25645c0,9.4
genx__stoch__prox__w1g30top-d1__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d1__monthhour/p19,8a1dd908dee0b7a792b9128a156550c3,9.4
genx__stoch__prox__w1g30top-d1__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d1__monthhour/p20,8a1dd908dee0b7a792b9128a156550c3,9.4
genx__stoch__prox__w1g30top-d1__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d1__monthhour/p26,c4aa868e380ab68df55f03401e5f9643,9.6
genx__stoch__prox__w1g30top-d1__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d1__monthhour/p27,c4aa868e380ab68df55f03401e5f9643,9.6
genx__stoch__prox__w1g30top-d2__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d2__monthhour/p5,609d49fb8fb64449d2ffb6eb0735b49d,9.5
genx__stoch__prox__w1g30top-d2__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d2__monthhour/p6,609d49fb8fb64449d2ffb6eb0735b49d,9.5
genx__stoch__prox__w1g30top-d2__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d2__monthhour/p12,600b59088c42308c0fd3127456518311,9.4
genx__stoch__prox__w1g30top-d2__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d2__monthhour/p13,600b59088c42308c0fd3127456518311,9.4
genx__stoch__prox__w1g30top-d2__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d2__monthhour/p19,d2a2b693b923e9c3559edb9c981c84ea,9.4
